state,county,year,Days with AQI,Good Days,Moderate Days,Unhealthy for Sensitive Groups Days,Unhealthy Days,Very Unhealthy Days,Hazardous Days,Max AQI,90th Percentile AQI,Median AQI,Days CO,Days NO2,Days Ozone,Days PM2.5,Days PM10
Wyoming,Lincoln,2010,362,341,21,0,0,0,0,88,41,17,0,0,0,0,362
Wyoming,Natrona,2010,121,117,4,0,0,0,0,55,33,17,0,0,0,82,39
Wyoming,Park,2010,121,120,1,0,0,0,0,52,30,16,0,0,0,109,12
Wyoming,Platte,2010,61,59,2,0,0,0,0,59,28,12,0,0,0,0,61
Wyoming,Sheridan,2010,365,333,32,0,0,0,0,95,46,21,0,0,0,97,268
Wyoming,Sublette,2010,365,250,113,2,0,0,0,112,67,47,0,2,347,16,0
Wyoming,Sweetwater,2010,365,255,107,3,0,0,0,112,66,45,0,6,314,7,38
Wyoming,Teton,2010,365,281,84,0,0,0,0,90,61,44,4,0,355,4,2
Wyoming,Uinta,2010,364,286,76,2,0,0,0,135,61,44,0,3,350,0,11
Alabama,Baldwin,2015,264,230,33,1,0,0,0,129,53,38,0,0,189,75,0
Alabama,Clay,2015,112,101,11,0,0,0,0,91,50,32,0,0,0,112,0
Alabama,Colbert,2015,280,251,29,0,0,0,0,73,51,36,0,0,195,85,0
Alabama,DeKalb,2015,363,319,43,1,0,0,0,101,52,37,0,0,307,56,0
Alabama,Elmore,2015,233,223,9,1,0,0,0,115,47,35,0,0,233,0,0
Alabama,Etowah,2015,365,221,137,4,3,0,0,170,64,46,0,0,119,246,0
Alabama,Houston,2015,283,259,24,0,0,0,0,74,49,33,0,0,211,72,0
Alabama,Jefferson,2015,365,206,154,5,0,0,0,147,70,48,0,12,108,242,3
Alabama,Lawrence,2015,114,105,9,0,0,0,0,71,48,27,0,0,0,114,0
Alabama,Madison,2015,333,288,45,0,0,0,0,87,54,38,0,0,215,63,55
Alabama,Mobile,2015,363,274,88,1,0,0,0,105,58,40,0,0,140,223,0
Alabama,Montgomery,2015,359,227,131,1,0,0,0,115,61,45,0,0,112,247,0
Alabama,Morgan,2015,365,302,63,0,0,0,0,92,56,38,0,0,164,201,0
Alabama,Russell,2015,337,196,139,2,0,0,0,141,65,47,0,0,76,261,0
Alabama,Shelby,2015,257,219,36,2,0,0,0,115,57,39,0,0,225,32,0
Alabama,Sumter,2015,314,233,80,1,0,0,0,107,57,40,0,0,134,180,0
Alabama,Talladega,2015,107,76,31,0,0,0,0,81,57,40,0,0,0,107,0
Alabama,Tuscaloosa,2015,357,193,164,0,0,0,0,89,63,49,0,0,50,307,0
Alaska,Aleutians East ,2015,117,117,0,0,0,0,0,33,21,10,0,0,0,117,0
Alaska,Anchorage ,2015,361,301,60,0,0,0,0,76,56,28,3,0,0,263,95
Alaska,Denali ,2015,363,356,7,0,0,0,0,89,44,34,0,0,357,6,0
Alaska,Fairbanks North Star ,2015,365,169,133,20,40,3,0,238,153,54,0,3,85,269,8
Alaska,Juneau ,2015,351,296,55,0,0,0,0,91,56,21,0,0,0,349,2
Alaska,Kenai Peninsula ,2015,40,40,0,0,0,0,0,17,10,5,0,0,0,40,0
Alaska,Matanuska-Susitna ,2015,365,286,68,10,1,0,0,154,75,29,0,0,190,137,38
Alabama,Baldwin,2011,282,204,69,9,0,0,0,126,74,42,0,0,209,73,0
Alabama,Clay,2011,118,80,38,0,0,0,0,86,63,39,0,0,0,118,0
Alabama,Colbert,2011,279,214,64,1,0,0,0,101,61,42,0,0,197,82,0
Alabama,DeKalb,2011,336,257,78,1,0,0,0,101,63,40,0,0,271,65,0
Alabama,Elmore,2011,242,192,48,2,0,0,0,105,64,44,0,0,242,0,0
Alabama,Etowah,2011,275,208,67,0,0,0,0,99,62,41,0,0,188,87,0
Alabama,Houston,2011,283,207,76,0,0,0,0,100,67,44,0,0,207,76,0
Alabama,Jefferson,2011,365,118,209,32,6,0,0,182,101,58,2,0,120,227,16
Alabama,Lawrence,2011,95,70,25,0,0,0,0,82,59,34,0,0,0,95,0
Alabama,Madison,2011,331,222,105,4,0,0,0,126,77,44,0,0,202,76,53
Alabama,Mobile,2011,304,215,82,7,0,0,0,122,80,42,0,0,209,74,21
Alabama,Montgomery,2011,278,183,93,2,0,0,0,108,74,44,0,0,193,85,0
Alabama,Morgan,2011,280,193,85,2,0,0,0,115,74,43,0,0,203,77,0
Alabama,Russell,2011,278,172,104,2,0,0,0,126,71,46,0,0,183,95,0
Alabama,Shelby,2011,282,190,79,12,1,0,0,166,87,44,0,0,208,74,0
Alabama,Sumter,2011,198,174,24,0,0,0,0,93,54,38,0,0,198,0,0
Alabama,Talladega,2011,110,61,49,0,0,0,0,94,67,47,0,0,0,110,0
Alabama,Tuscaloosa,2011,279,234,44,1,0,0,0,103,56,38,0,0,184,95,0
Alabama,Walker,2011,107,70,37,0,0,0,0,84,65,43,0,0,0,107,0
Alaska,Aleutians East ,2011,101,100,1,0,0,0,0,52,22,11,0,0,0,101,0
Alaska,Anchorage ,2011,365,318,47,0,0,0,0,88,54,29,17,0,141,133,74
Alaska,Denali ,2011,365,364,1,0,0,0,0,61,44,34,0,0,362,3,0
Alaska,Fairbanks North Star ,2011,365,211,122,27,5,0,0,161,95,38,0,0,33,294,38
Alaska,Juneau ,2011,353,299,54,0,0,0,0,88,57,23,0,0,0,344,9
Alaska,Kenai Peninsula ,2011,166,166,0,0,0,0,0,36,18,8,0,0,0,166,0
Alaska,Matanuska-Susitna ,2011,362,306,53,2,0,1,0,241,55,31,0,0,69,250,43
Alaska,Yukon-Koyukuk ,2011,119,118,1,0,0,0,0,59,12,5,0,0,0,119,0
Arizona,Apache,2011,364,362,2,0,0,0,0,54,25,14,0,0,0,39,325
Arizona,Cochise,2011,352,215,126,11,0,0,0,119,80,47,0,0,322,17,13
Arizona,Coconino,2011,365,229,126,10,0,0,0,129,77,47,0,0,337,13,15
Arizona,Gila,2011,365,208,141,16,0,0,0,143,87,48,0,0,175,3,187
Arizona,La Paz,2011,196,104,84,8,0,0,0,136,87,50,0,0,196,0,0
Arizona,Maricopa,2011,365,46,254,48,10,4,3,565,119,68,0,29,180,89,67
Arizona,Mohave,2011,108,107,1,0,0,0,0,89,28,15,0,0,0,73,35
Arizona,Navajo,2011,365,247,117,1,0,0,0,105,74,46,0,0,362,0,3
Arizona,Pima,2011,365,183,162,20,0,0,0,144,90,50,0,12,256,26,71
Arizona,Pinal,2011,365,70,180,76,17,9,13,2212,155,83,0,0,76,5,284
Arizona,Santa Cruz,2011,352,214,136,2,0,0,0,104,73,44,0,0,0,16,336
Arizona,Yavapai,2011,243,170,70,3,0,0,0,126,74,44,0,0,181,58,4
Arizona,Yuma,2011,363,259,90,14,0,0,0,140,80,40,0,0,176,23,164
Arkansas,Arkansas,2011,111,75,36,0,0,0,0,79,61,45,0,0,0,111,0
Arkansas,Ashley,2011,118,73,45,0,0,0,0,95,61,45,0,0,0,118,0
Arkansas,Clark,2011,270,249,21,0,0,0,0,100,49,35,0,0,270,0,0
Arkansas,Crittenden,2011,365,256,92,15,2,0,0,161,77,44,0,47,250,68,0
Arkansas,Faulkner,2011,116,74,42,0,0,0,0,83,64,43,0,0,0,116,0
Arkansas,Garland,2011,122,79,43,0,0,0,0,83,62,45,0,0,0,122,0
Arkansas,Jackson,2011,117,85,32,0,0,0,0,77,61,40,0,0,0,117,0
Arkansas,Newton,2011,365,285,78,2,0,0,0,108,64,41,0,0,329,36,0
Arkansas,Phillips,2011,119,85,34,0,0,0,0,83,63,42,0,0,0,119,0
Arkansas,Polk,2011,364,226,125,13,0,0,0,150,80,45,0,0,307,57,0
Arkansas,Pope,2011,119,65,54,0,0,0,0,83,65,48,0,0,0,119,0
Arkansas,Pulaski,2011,365,146,201,18,0,0,0,147,82,54,0,4,119,242,0
Arkansas,Sebastian,2011,17,10,7,0,0,0,0,74,70,48,0,0,0,17,0
Arkansas,Union,2011,116,67,49,0,0,0,0,87,62,45,0,0,0,116,0
Arkansas,Van Buren,2011,273,273,0,0,0,0,0,42,28,19,0,0,273,0,0
Arkansas,Washington,2011,365,259,101,5,0,0,0,140,71,43,0,0,301,64,0
Arkansas,White,2011,116,71,45,0,0,0,0,78,67,45,0,0,0,116,0
California,Alameda,2011,365,220,134,11,0,0,0,147,74,44,0,20,137,208,0
California,Alpine,2011,7,4,3,0,0,0,0,57,57,42,0,0,0,7,0
California,Amador,2011,363,284,76,3,0,0,0,119,74,38,0,0,363,0,0
California,Butte,2011,365,149,192,24,0,0,0,149,90,55,0,0,180,185,0
California,Calaveras,2011,364,216,137,11,0,0,0,143,87,46,0,0,246,118,0
California,Colusa,2011,365,260,103,2,0,0,0,105,63,43,0,0,221,142,2
California,Contra Costa,2011,365,291,67,7,0,0,0,131,69,39,0,26,262,77,0
California,Del Norte,2011,120,119,1,0,0,0,0,54,30,13,0,0,0,83,37
California,El Dorado,2011,355,234,80,35,6,0,0,172,105,42,0,0,352,3,0
California,Fresno,2011,365,68,174,83,40,0,0,197,152,80,0,0,192,173,0
California,Glenn,2011,365,267,96,2,0,0,0,105,62,44,0,0,225,139,1
California,Humboldt,2011,365,306,59,0,0,0,0,78,55,35,3,4,214,142,2
California,Imperial,2011,365,192,140,32,1,0,0,164,93,49,8,61,233,56,7
California,Inyo,2011,365,173,146,33,5,2,6,13276,105,51,0,0,280,33,52
California,Kern,2011,365,65,160,100,40,0,0,200,151,84,0,1,216,141,7
California,Kings,2011,365,109,174,67,15,0,0,185,129,71,0,0,200,159,6
California,Lake,2011,365,359,6,0,0,0,0,54,44,34,0,0,364,1,0
California,Los Angeles,2011,365,17,227,82,36,3,0,218,151,80,0,22,162,180,1
California,Madera,2011,365,62,225,63,15,0,0,179,133,71,0,0,143,216,6
California,Marin,2011,365,279,85,1,0,0,0,117,59,39,0,17,113,234,1
California,Mariposa,2011,365,211,126,28,0,0,0,150,97,48,0,0,296,67,2
California,Mendocino,2011,361,291,70,0,0,0,0,80,56,39,0,0,31,309,21
California,Merced,2011,362,123,179,58,2,0,0,155,115,64,0,1,179,182,0
California,Mono,2011,365,313,34,4,1,0,13,4782,57,16,0,0,0,17,348
California,Monterey,2011,365,335,30,0,0,0,0,77,49,37,0,6,262,70,27
California,Napa,2011,365,243,120,2,0,0,0,120,66,42,2,10,154,198,1
California,Nevada,2011,365,251,93,20,1,0,0,154,87,43,0,0,342,23,0
California,Orange,2011,365,101,250,14,0,0,0,143,87,58,0,18,79,266,2
California,Placer,2011,365,173,153,33,6,0,0,172,101,52,0,7,240,118,0
California,Plumas,2011,122,75,42,4,1,0,0,153,88,39,0,0,0,122,0
California,Riverside,2011,365,22,188,96,50,8,1,320,164,92,0,0,184,131,50
California,Sacramento,2011,365,156,140,53,16,0,0,182,129,55,0,2,224,135,4
California,San Benito,2011,365,300,63,2,0,0,0,108,61,41,0,0,314,48,3
California,San Bernardino,2011,365,44,174,83,57,7,0,233,166,84,0,8,216,139,2
California,San Diego,2011,365,56,275,30,4,0,0,169,100,63,1,28,137,192,7
California,San Francisco,2011,365,252,111,2,0,0,0,131,70,41,0,80,124,161,0
California,San Joaquin,2011,365,173,149,36,7,0,0,156,103,53,0,5,206,150,4
California,San Luis Obispo,2011,365,138,208,19,0,0,0,133,93,56,0,0,197,155,13
California,San Mateo,2011,365,289,75,1,0,0,0,111,60,38,1,20,158,186,0
California,Santa Barbara,2011,365,206,156,2,1,0,0,161,63,49,0,3,183,176,3
California,Santa Clara,2011,365,187,172,6,0,0,0,138,72,50,0,5,95,265,0
California,Santa Cruz,2011,365,340,25,0,0,0,0,80,47,36,0,0,244,121,0
California,Shasta,2011,365,266,93,5,1,0,0,152,71,44,0,0,353,11,1
California,Siskiyou,2011,356,340,16,0,0,0,0,71,47,37,0,0,338,16,2
California,Solano,2011,365,243,113,9,0,0,0,147,74,43,0,5,212,148,0
California,Sonoma,2011,365,294,71,0,0,0,0,95,60,35,0,7,174,183,1
California,Stanislaus,2011,365,124,170,57,14,0,0,169,122,64,0,0,194,171,0
California,Sutter,2011,365,153,191,20,1,0,0,152,88,54,0,5,144,216,0
California,Tehama,2011,365,195,155,15,0,0,0,122,84,48,0,0,220,144,1
California,Trinity,2011,210,133,44,31,2,0,0,158,113,26,0,0,0,185,25
California,Tulare,2011,365,68,149,93,55,0,0,195,159,84,0,1,208,156,0
California,Tuolumne,2011,355,259,84,12,0,0,0,126,84,41,0,0,355,0,0
California,Ventura,2011,365,222,127,14,2,0,0,151,84,47,0,6,333,26,0
California,Yolo,2011,365,187,169,9,0,0,0,140,76,50,0,5,164,196,0
Colorado,Adams,2011,365,204,148,12,1,0,0,159,80,48,0,114,208,28,15
Colorado,Alamosa,2011,360,314,44,0,0,1,1,531,53,26,0,0,0,15,345
Colorado,Arapahoe,2011,364,211,130,20,3,0,0,159,87,48,0,0,353,11,0
Colorado,Archuleta,2011,339,333,6,0,0,0,0,78,32,17,0,0,0,0,339
Colorado,Boulder,2011,365,221,128,16,0,0,0,140,84,48,2,0,335,26,2
Colorado,Chaffee,2011,153,83,64,6,0,0,0,112,87,50,0,0,153,0,0
Colorado,Clear Creek,2011,126,31,72,21,2,0,0,187,115,77,0,0,126,0,0
Colorado,Delta,2011,121,121,0,0,0,0,0,47,31,19,0,0,0,0,121
Colorado,Denver,2011,365,186,169,9,1,0,0,161,83,50,0,130,162,43,30
Colorado,Douglas,2011,360,226,112,21,1,0,0,185,93,46,0,0,346,14,0
Colorado,El Paso,2011,365,227,128,10,0,0,0,143,84,47,0,0,358,7,0
Colorado,Elbert,2011,15,15,0,0,0,0,0,32,29,10,0,0,0,15,0
Colorado,Fremont,2011,57,55,2,0,0,0,0,59,27,15,0,0,0,0,57
Colorado,Garfield,2011,365,134,202,29,0,0,0,133,97,58,0,0,364,0,1
Colorado,Gunnison,2011,365,289,70,6,0,0,0,119,64,44,0,0,350,0,15
Colorado,Jackson,2011,161,161,0,0,0,0,0,44,40,29,0,0,81,80,0
Colorado,Jefferson,2011,365,198,129,36,2,0,0,197,101,49,0,0,365,0,0
Colorado,La Plata,2011,365,211,144,10,0,0,0,150,84,48,0,11,352,2,0
Colorado,Larimer,2011,365,149,183,32,1,0,0,151,100,58,0,0,360,5,0
Colorado,Mesa,2011,365,203,152,10,0,0,0,119,80,49,0,0,334,19,12
Colorado,Moffat,2011,135,119,16,0,0,0,0,84,54,40,0,0,135,0,0
Colorado,Montezuma,2011,365,233,127,5,0,0,0,126,77,46,0,0,358,7,0
Colorado,Park,2011,307,219,82,6,0,0,0,126,71,47,0,0,307,0,0
Colorado,Pitkin,2011,363,141,207,15,0,0,0,119,90,54,0,0,362,0,1
Colorado,Prowers,2011,365,344,19,2,0,0,0,119,43,21,0,0,0,0,365
Colorado,Pueblo,2011,126,121,5,0,0,0,0,82,38,21,0,0,0,80,46
Colorado,Rio Blanco,2011,365,224,137,2,2,0,0,156,67,48,0,0,302,63,0
Colorado,Routt,2011,343,331,12,0,0,0,0,91,32,15,0,0,0,0,343
Colorado,San Juan,2011,121,121,0,0,0,0,0,36,15,8,0,0,0,121,0
Colorado,San Miguel,2011,246,142,102,2,0,0,0,101,74,48,0,0,188,0,58
Colorado,Summit,2011,318,314,4,0,0,0,0,66,27,12,0,0,0,0,318
Colorado,Weld,2011,365,216,137,12,0,0,0,136,84,46,12,0,322,30,1
Connecticut,Fairfield,2011,365,273,72,12,8,0,0,190,80,39,45,88,165,67,0
Connecticut,Hartford,2011,365,277,81,6,1,0,0,166,64,39,10,56,138,161,0
Connecticut,Litchfield,2011,359,322,34,3,0,0,0,150,51,37,6,7,329,17,0
Connecticut,Middlesex,2011,180,145,29,3,3,0,0,161,74,43,0,0,180,0,0
Connecticut,New Haven,2011,365,237,114,8,6,0,0,195,77,44,0,49,162,154,0
Connecticut,New London,2011,238,185,42,10,1,0,0,156,72,41,0,0,167,71,0
Connecticut,Tolland,2011,167,145,19,2,1,0,0,154,58,39,0,0,167,0,0
Connecticut,Windham,2011,212,193,16,3,0,0,0,140,50,34,0,0,212,0,0
Country Of Mexico,BAJA CALIFORNIA NORTE,2011,365,185,123,42,11,2,2,397,116,50,60,97,150,0,58
Country Of Mexico,CHIHUAHUA STATE,2011,360,255,90,9,1,3,2,346,80,42,44,0,258,0,58
Delaware,Kent,2011,365,293,67,3,2,0,0,172,64,40,0,0,319,46,0
Delaware,New Castle,2011,365,180,167,14,4,0,0,187,81,51,0,1,160,204,0
Delaware,Sussex,2011,365,277,72,15,1,0,0,172,80,41,0,0,335,30,0
District Of Columbia,District of Columbia,2011,365,135,214,13,3,0,0,166,84,54,0,26,114,225,0
Florida,Alachua,2011,356,252,102,2,0,0,0,109,62,41,0,0,184,172,0
Florida,Baker,2011,355,329,26,0,0,0,0,87,49,36,0,0,355,0,0
Florida,Bay,2011,364,265,96,3,0,0,0,105,64,42,0,0,193,171,0
Florida,Brevard,2011,365,288,75,2,0,0,0,105,58,41,0,0,241,124,0
Florida,Broward,2011,365,308,55,2,0,0,0,115,54,38,0,8,179,178,0
Florida,Citrus,2011,116,110,6,0,0,0,0,84,45,27,0,0,0,116,0
Florida,Collier,2011,365,306,57,2,0,0,0,110,54,38,0,0,178,187,0
Florida,Columbia,2011,365,250,114,1,0,0,0,112,64,43,0,0,166,199,0
Florida,Duval,2011,365,265,89,8,3,0,0,176,71,41,2,1,275,87,0
Florida,Escambia,2011,365,228,118,19,0,0,0,129,77,45,0,0,226,139,0
Florida,Flagler,2011,128,121,7,0,0,0,0,87,45,36,0,0,128,0,0
Florida,Hamilton,2011,361,253,105,3,0,0,0,140,62,39,0,0,0,361,0
Florida,Highlands,2011,358,330,28,0,0,0,0,90,50,34,0,0,358,0,0
Florida,Hillsborough,2011,365,240,111,14,0,0,0,143,80,46,0,0,194,168,3
Florida,Holmes,2011,365,262,103,0,0,0,0,90,64,43,0,0,200,165,0
Florida,Indian River,2011,346,316,30,0,0,0,0,87,49,38,0,0,346,0,0
Florida,Lake,2011,360,271,87,2,0,0,0,122,64,39,0,0,223,137,0
Florida,Lee,2011,365,308,57,0,0,0,0,90,54,38,0,0,237,128,0
Florida,Leon,2011,365,215,143,6,1,0,0,157,77,47,0,0,140,225,0
Florida,Liberty,2011,330,303,27,0,0,0,0,74,49,35,0,0,330,0,0
Florida,Manatee,2011,365,323,37,5,0,0,0,122,51,35,0,0,365,0,0
Florida,Marion,2011,365,266,95,4,0,0,0,119,64,41,0,0,216,149,0
Florida,Martin,2011,363,294,69,0,0,0,0,100,56,39,0,0,225,138,0
Florida,Miami-Dade,2011,365,279,82,4,0,0,0,129,59,42,0,3,130,232,0
Florida,Okaloosa,2011,363,322,39,2,0,0,0,112,51,35,0,0,363,0,0
Florida,Orange,2011,365,263,92,10,0,0,0,133,64,43,0,2,207,156,0
Florida,Osceola,2011,364,320,43,1,0,0,0,108,51,34,0,0,364,0,0
Florida,Palm Beach,2011,365,291,70,3,1,0,0,170,60,40,0,1,230,131,3
Florida,Pasco,2011,364,308,52,4,0,0,0,108,64,38,0,0,364,0,0
Florida,Pinellas,2011,365,269,91,5,0,0,0,136,65,42,0,0,187,178,0
Florida,Polk,2011,362,270,89,2,1,0,0,151,63,41,0,0,224,138,0
Florida,Putnam,2011,356,353,3,0,0,0,0,61,29,17,0,0,0,0,356
Florida,Santa Rosa,2011,365,256,99,10,0,0,0,147,71,42,0,0,230,135,0
Florida,Sarasota,2011,365,267,91,7,0,0,0,143,63,44,0,0,180,185,0
Florida,Seminole,2011,364,316,44,4,0,0,0,136,58,39,0,0,355,0,9
Florida,St. Lucie,2011,310,281,29,0,0,0,0,100,50,35,0,0,310,0,0
Florida,Volusia,2011,365,285,78,1,1,0,0,153,58,40,0,0,230,134,1
Florida,Wakulla,2011,363,312,51,0,0,0,0,90,56,37,0,0,326,37,0
Georgia,Bibb,2011,364,174,176,13,1,0,0,151,87,52,0,0,101,263,0
Georgia,Charlton,2011,115,93,22,0,0,0,0,89,57,32,0,0,0,115,0
Georgia,Chatham,2011,364,218,136,8,2,0,0,160,73,44,0,0,95,269,0
Georgia,Chattooga,2011,256,202,51,3,0,0,0,115,61,39,0,0,237,0,19
Georgia,Clarke,2011,365,212,139,14,0,0,0,126,81,48,0,0,160,205,0
Georgia,Clayton,2011,102,53,49,0,0,0,0,95,70,50,0,0,0,102,0
Georgia,Cobb,2011,317,166,134,17,0,0,0,140,87,49,0,0,128,189,0
Georgia,Coffee,2011,59,37,22,0,0,0,0,92,64,40,0,0,0,59,0
Georgia,Columbia,2011,234,147,79,8,0,0,0,126,84,46,0,0,234,0,0
Georgia,Coweta,2011,365,238,120,7,0,0,0,115,71,44,0,0,128,237,0
Georgia,Dawson,2011,239,195,44,0,0,0,0,93,61,44,0,0,239,0,0
Georgia,DeKalb,2011,365,163,184,16,2,0,0,172,84,52,0,22,109,234,0
Georgia,Dougherty,2011,361,152,203,6,0,0,0,115,74,54,0,0,0,361,0
Georgia,Douglas,2011,245,177,56,12,0,0,0,147,84,44,0,0,245,0,0
Georgia,Floyd,2011,360,177,182,0,1,0,0,160,70,51,0,0,0,360,0
Georgia,Fulton,2011,365,179,160,23,3,0,0,169,93,51,0,0,133,232,0
Georgia,Glynn,2011,266,219,46,1,0,0,0,108,58,40,0,0,209,46,11
Georgia,Gwinnett,2011,364,184,163,16,1,0,0,156,82,50,0,0,118,246,0
Georgia,Hall,2011,351,169,182,0,0,0,0,99,70,52,0,0,0,351,0
Georgia,Henry,2011,362,204,138,19,1,0,0,156,90,47,0,0,136,226,0
Georgia,Houston,2011,363,169,194,0,0,0,0,95,73,52,0,0,0,363,0
Georgia,Lowndes,2011,339,102,227,9,1,0,0,154,82,57,0,0,0,339,0
Georgia,Murray,2011,267,174,86,7,0,0,0,133,77,45,0,0,223,44,0
Georgia,Muscogee,2011,365,207,154,4,0,0,0,118,77,47,0,0,100,265,0
Georgia,Paulding,2011,364,200,150,13,1,0,0,154,79,48,1,3,106,254,0
Georgia,Pike,2011,324,248,66,10,0,0,0,150,74,42,0,0,324,0,0
Georgia,Richmond,2011,362,190,164,8,0,0,0,126,84,50,0,0,145,217,0
Georgia,Rockdale,2011,364,249,81,33,1,0,0,164,97,38,0,120,244,0,0
Georgia,Sumter,2011,232,171,61,0,0,0,0,100,71,44,0,0,232,0,0
Georgia,Walker,2011,355,145,210,0,0,0,0,95,71,54,0,0,0,355,0
Georgia,Washington,2011,111,72,38,1,0,0,0,114,65,39,0,0,0,99,12
Georgia,Wilkinson,2011,101,53,47,1,0,0,0,129,70,50,0,0,0,101,0
Hawaii,Hawaii,2011,365,159,206,0,0,0,0,83,64,52,0,0,0,365,0
Hawaii,Honolulu,2011,365,266,98,1,0,0,0,101,56,37,0,1,130,228,6
Hawaii,Kauai,2011,274,268,6,0,0,0,0,59,35,18,5,53,0,216,0
Hawaii,Maui,2011,320,311,9,0,0,0,0,60,40,22,0,0,0,320,0
Idaho,Ada,2011,365,283,77,5,0,0,0,115,62,42,11,10,237,44,63
Idaho,Bannock,2011,365,334,30,1,0,0,0,101,49,20,0,0,0,126,239
Idaho,Benewah,2011,361,320,41,0,0,0,0,99,52,24,0,0,0,361,0
Idaho,Bonner,2011,340,340,0,0,0,0,0,37,17,9,0,0,0,0,340
Idaho,Butte,2011,363,298,65,0,0,0,0,93,58,45,0,0,360,3,0
Idaho,Canyon,2011,358,336,21,1,0,0,0,110,42,19,0,0,0,53,305
Idaho,Cassia,2011,193,165,28,0,0,0,0,74,51,45,0,0,193,0,0
Idaho,Custer,2011,102,100,2,0,0,0,0,75,18,7,0,0,0,102,0
Idaho,Franklin,2011,312,254,49,4,5,0,0,166,65,28,0,0,0,312,0
Idaho,Idaho,2011,306,306,0,0,0,0,0,50,23,8,0,0,0,306,0
Idaho,Kootenai,2011,181,169,12,0,0,0,0,67,49,41,0,0,181,0,0
Idaho,Latah,2011,365,354,11,0,0,0,0,70,28,11,0,0,0,365,0
Idaho,Lemhi,2011,359,222,125,11,1,0,0,152,84,35,0,0,0,359,0
Idaho,Nez Perce,2011,365,345,20,0,0,0,0,68,38,16,0,0,0,365,0
Idaho,Shoshone,2011,360,244,98,18,0,0,0,147,85,34,0,0,0,343,17
Idaho,Twin Falls,2011,350,335,15,0,0,0,0,66,39,23,0,0,0,350,0
Illinois,Adams,2011,365,337,28,0,0,0,0,100,49,37,0,0,365,0,0
Illinois,Champaign,2011,348,273,68,6,1,0,0,156,64,39,0,0,301,47,0
Illinois,Clark,2011,176,151,24,1,0,0,0,108,64,41,0,0,176,0,0
Illinois,Cook,2011,365,113,236,12,4,0,0,159,81,58,0,48,76,238,3
Illinois,DuPage,2011,365,187,175,3,0,0,0,119,71,50,0,0,91,274,0
Illinois,Effingham,2011,211,175,35,1,0,0,0,108,64,43,0,0,211,0,0
Illinois,Hamilton,2011,212,143,64,5,0,0,0,126,74,45,0,0,212,0,0
Illinois,Jersey,2011,213,156,47,9,1,0,0,156,80,44,0,0,213,0,0
Illinois,Jo Daviess,2011,315,287,27,1,0,0,0,105,50,35,0,0,315,0,0
Illinois,Kane,2011,356,314,39,3,0,0,0,126,54,32,0,0,356,0,0
Illinois,Lake,2011,359,316,36,6,1,0,0,174,58,34,0,0,359,0,0
Illinois,Macon,2011,365,215,145,4,1,0,0,161,67,48,0,0,136,229,0
Illinois,Macoupin,2011,363,309,48,5,1,0,0,151,61,38,0,0,363,0,0
Illinois,Madison,2011,364,178,160,22,4,0,0,156,90,52,0,0,211,150,3
Illinois,McHenry,2011,363,212,146,5,0,0,0,129,69,45,0,0,140,223,0
Illinois,McLean,2011,359,311,46,2,0,0,0,147,58,34,0,0,359,0,0
Illinois,Peoria,2011,365,189,173,2,1,0,0,159,67,49,0,0,108,257,0
Illinois,Randolph,2011,353,314,39,0,0,0,0,97,51,36,0,0,353,0,0
Illinois,Rock Island,2011,365,358,7,0,0,0,0,74,44,31,0,0,365,0,0
Illinois,Saint Clair,2011,365,205,150,9,1,0,0,151,74,47,0,13,143,209,0
Illinois,Sangamon,2011,365,308,53,3,1,0,0,154,64,32,91,0,274,0,0
Illinois,Will,2011,359,334,23,1,1,0,0,164,47,33,0,0,359,0,0
Illinois,Winnebago,2011,365,329,35,1,0,0,0,115,50,32,18,0,347,0,0
Indiana,Allen,2011,361,197,156,8,0,0,0,122,74,48,7,0,131,223,0
Indiana,Boone,2011,204,149,51,3,1,0,0,159,77,43,0,0,204,0,0
Indiana,Carroll,2011,171,147,23,1,0,0,0,122,58,40,0,0,171,0,0
Indiana,Clark,2011,342,174,148,18,2,0,0,161,83,50,0,0,120,221,1
Indiana,Delaware,2011,242,172,67,3,0,0,0,112,67,44,0,0,165,77,0
Indiana,Dubois,2011,119,63,55,1,0,0,0,109,71,49,0,0,0,119,0
Indiana,Elkhart,2011,353,180,167,6,0,0,0,147,74,50,0,0,80,273,0
Indiana,Floyd,2011,361,139,204,17,1,0,0,174,84,55,0,0,112,249,0
Indiana,Gibson,2011,116,69,47,0,0,0,0,87,62,43,0,0,0,116,0
Indiana,Greene,2011,153,96,48,8,1,0,0,159,84,48,0,0,153,0,0
Indiana,Hamilton,2011,173,127,41,5,0,0,0,150,80,44,0,0,173,0,0
Indiana,Hancock,2011,182,139,41,2,0,0,0,108,74,43,0,0,182,0,0
Indiana,Hendricks,2011,182,145,35,2,0,0,0,105,64,40,0,0,182,0,0
Indiana,Henry,2011,120,77,43,0,0,0,0,92,66,40,0,0,0,120,0
Indiana,Howard,2011,110,64,46,0,0,0,0,83,67,44,0,0,0,110,0
Indiana,Huntington,2011,183,151,30,2,0,0,0,115,64,43,0,0,183,0,0
Indiana,Jackson,2011,183,154,29,0,0,0,0,100,58,42,0,0,183,0,0
Indiana,Johnson,2011,178,129,49,0,0,0,0,100,74,44,0,0,178,0,0
Indiana,Knox,2011,353,253,94,4,2,0,0,154,67,43,0,0,292,61,0
